title,author,source,description,content,pub date,url,pic url
Who Won the Debate? Internet Roundup From Campaign Experts,Maggie Astor,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Kamala Harris, Pete Buttigieg, Amy Klobuchar and Cory Booker stood out at the fifth Democratic primary debate in Atlanta.","Twitter cant tell us whether, or how, Wednesdays MSNBC/Washington Post debate will change voters minds. But it can give us the perspectives of some of the people with expertise on primary races: veteran campaign strategists, consultants and advocates from bot… [+5190 chars]",2019-11-21T10:00:18Z,https://www.nytimes.com/2019/11/21/us/politics/who-won-debate.html,https://static01.nyt.com/newsgraphics/images/icons/defaultPromoCrop.png
Rosario Dawson Joins Her Love on the ‘Lead With Love’ Tour,Nick Corasaniti,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","The actress went shopping for vegan snacks — and votes — in Iowa with her boyfriend, the presidential candidate Cory Booker.","Her scheduled arrival in Iowa so excited Mr. Booker that it took a special plea from Ira Lit, his college roommate who is volunteering in Iowa for the campaign, to get the senator to agree that after 15 hours of campaigning he needed to go to his hotel, showe… [+1620 chars]",2019-12-08T22:06:36Z,https://www.nytimes.com/2019/12/08/us/politics/rosario-dawson-cory-booker-iowa.html,https://static01.nyt.com/images/2019/12/08/us/politics/08rosario-01/08rosario-01-facebookJumbo.jpg
Cory Booker’s Silver Lining Tour of Iowa,Nick Corasaniti,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Who needs a debate stage when you can raise $1.4 million in 36 hours?,"A lot of people have been with Cory and have been supporting him for two decades, and hes only 50 years old, said Whitney Tilson, a longtime fan who said Mr. Booker would surprise everybody in Iowa because of his high favorability ratings people who like him … [+1617 chars]",2019-12-11T23:13:51Z,https://www.nytimes.com/2019/12/11/us/politics/cory-booker-iowa-2020.html,https://static01.nyt.com/images/2019/12/11/us/politics/11booker-1/11booker-1-facebookJumbo.jpg
Do Democrats Really Want an All-White Field in 2020? Cory Booker Hopes Not.,"Nick Corasaniti, Jennifer Medina and Lisa Lerer","{'id': 'the-new-york-times', 'name': 'The New York Times'}","As the party reckons with the likelihood of an all-white candidate line up for the December debate, Mr. Booker and Julián Castro see fund-raising gains.","Our process has resulted in more women and candidates of color participating in our primary debates than billionaires, said Xochitl Hinojosa, a committee spokeswoman. No one who has failed to reach 4 percent at this point in the race has ever gone on to be th… [+1657 chars]",2019-12-05T18:20:56Z,https://www.nytimes.com/2019/12/05/us/politics/cory-booker-democrats-2020.html,https://static01.nyt.com/images/2019/12/05/us/politics/05demsreckoning1/05demsreckoning1-facebookJumbo.jpg
Polls Set the Debate Lineup. But There Aren’t Many State Polls to Go On.,Giovanni Russonello,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","It has been over a month since any relevant state-level poll was conducted. So if candidates like Cory Booker or Tulsi Gabbard have made gains in early-voting states, there’s no polling to show it.","The ground in early-voting states like Iowa and New Hampshire is highly fluid, and fortunes can change on what seems like a weekly basis. Reports of momentum from the field often differ from what polls indicated a few weeks ago.
There can be radical shifts, … [+1482 chars]",2019-12-19T22:36:19Z,https://www.nytimes.com/2019/12/19/us/politics/latest-polls.html,https://static01.nyt.com/images/2019/12/19/us/politics/19pollwatch/19pollwatch-facebookJumbo.jpg
Black Voters to Black Candidates: Representation Is Not Enough,Astead W. Herndon,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Joe Biden leads with black voters, and Elizabeth Warren and Bernie Sanders are making better inroads with younger ones than Kamala Harris and Cory Booker. In interviews, voters rejected the idea that racial representation equated to change.","His son Ali Shakur, 27, said his guiding principle was simple: He wanted to support the candidate most committed to fundamental change.
Mr. Sanders and Ms. Warren tried to flex that young support after the debate. Mr. Sanders held a rally at Morehouse Colleg… [+1489 chars]",2019-11-25T13:38:53Z,https://www.nytimes.com/2019/11/25/us/politics/2020-election-black-voters.html,https://static01.nyt.com/images/2019/11/23/us/politics/23representation-02/23representation-02-facebookJumbo.jpg
Cory Booker Bets $100 Billion on Historically Black Colleges and Universities,Nick Corasaniti,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","The senator from New Jersey, whose campaign for president is struggling, unveiled a plan that comes months after plans for the schools from most of the top-tier candidates.","Indeed, discussion about the many ways the Democratic candidates have proposed to bolster H.B.C.U.s has become a central topic in the Democratic presidential primary. 
Ms. Harris, a graduate of Howard University, an H.B.C.U. in Washington, proposed $70 billi… [+1607 chars]",2019-12-03T12:25:39Z,https://www.nytimes.com/2019/12/03/us/politics/cory-booker-hbcu-plan.html,https://static01.nyt.com/images/2019/12/03/us/politics/03bookerhbcu/03bookerhbcu-facebookJumbo.jpg
2020 candidate caught off guard by ad about himself,,"{'id': 'cnn', 'name': 'CNN'}",Sen. Cory Booker (D-NJ) reacts to a super PAC TV advertisement about himself after seeing it for the first time while speaking to CNN's Jim Acosta live on air.,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-11-29T23:09:18Z,https://www.cnn.com/videos/politics/2019/11/29/cory-booker-super-pac-ad-tsr-acosta-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191129180047-cory-booker-sit-room-11-29-2019-super-tease.jpg
Cory Booker Leads the Charge to Change Debate Rules That Excluded Him,Reid J. Epstein,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Nine presidential candidates have signed a letter urging the D.N.C. to adjust its qualification criteria for January and February.,"The D.N.C. will not change the threshold for any one candidate and will not revert to two consecutive nights with more than a dozen candidates, Ms. Hinojosa said. Our qualification criteria is extremely low and reflects where we are in the race.
Mr. Booker f… [+1532 chars]",2019-12-14T21:57:02Z,https://www.nytimes.com/2019/12/14/us/politics/democrats-2020-debates.html,https://static01.nyt.com/images/2019/12/14/us/14debates/14debates-facebookJumbo.jpg
What $30 Million Gets in TV Ads,Nick Corasaniti,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Michael Bloomberg made a splashy entrance into the 2020 race — and you’ll see one of his ads soon.,"Senator Cory Booker after he lost a round of Pac-Man Battle Royale.Credit...Elizabeth Frantz for The New York Times
Google and Twitter just restricted political advertising on their platforms. Facebook has signaled theyre weighing similar changes.
As the tr… [+1366 chars]",2019-11-27T15:12:09Z,https://www.nytimes.com/2019/11/26/us/politics/what-30-million-gets-in-tv-ads.html,https://static01.nyt.com/images/2019/11/27/multimedia/26onpolitics-PM/26onpolitics-PM-facebookJumbo.jpg
How to Watch Tonight's Democratic Presidential Debate,Josh Ocampo,"{'id': None, 'name': 'Lifehacker.com'}","After several candidates threatened to boycott tonight’s round over a local labor dispute, it’s official: The final Democratic presidential debate of 2019 is back on. And in a first for the debates so far, we will witness just seven candidates on stage at Loy…","After several candidates threatened to boycott tonights round over a local labor dispute, its official: The final Democratic presidential debate of 2019 is back on. And in a first for the debates so far, we will witness just seven candidates on stage at Loyol… [+1332 chars]",2019-12-19T14:15:00Z,https://lifehacker.com/how-to-watch-tonights-democratic-presidential-debate-1840490748,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/gspwk6jgcvat1xcl6i6e.jpg"
Why Not Cory Booker?,Mary Harris,"{'id': None, 'name': 'Slate.com'}","He’s been lefty, he’s been bipartisan, he’s been market-friendly. But he hasn’t been a Democratic frontrunner.","Senator Cory Booker still hasnt made the cut for the next Democratic debate, despite having all the moderate bona fides that a suburban voter could want. Why has Booker failed to pop up in the polls?
Guest: Slates Jordan Weissmann. Read his piece, Dear Moder… [+125 chars]",2019-12-03T10:00:02Z,https://slate.com/podcasts/what-next/2019/12/dear-moderate-democrats-consider-cory-booker,https://compote.slate.com/images/4b1e87b4-afc6-4132-a728-cf38d8c67260.jpeg?width=780&height=520&rect=1560x1040&offset=0x0
Cory Booker says he thought Joe Biden was 'high' when he said marijuana shouldn't be legalized,Eliza Relman,"{'id': 'business-insider', 'name': 'Business Insider'}","Sen. Cory Booker went after former Vice President Joe Biden during the fifth Democratic debate on Wednesday night over Biden's opposition to legalizing marijuana. ""This week I hear him literally say that I don't think we should legalize marijuana — I thought …","Sen. Cory Booker went after former Vice President Joe Biden during the fifth Democratic debate on Wednesday night over Biden's opposition to legalizing marijuana. 
""I have a lot respect for the vice president — he swore me into my office, he's a hero,"" Booke… [+1506 chars]",2019-11-21T04:07:51Z,https://www.businessinsider.com/booker-thought-biden-was-high-saying-marijuana-shouldnt-be-legalized-2019-11,https://image.businessinsider.com/5dd6089ffd9db20b4f0b2c93?width=1200&format=jpeg
"As Candidates Jostle for Position, a Long Race May Become a Marathon",Jonathan Martin,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","In a volatile primary with no true front-runner, Democrats face the prospect of a monthslong delegate battle that would also feature a lengthy public airing of the party’s ideological fissures.","Mr. Buttigieg emerged atop the field in the survey, but he is now under attack on multiple fronts.
Ms. Warren is assailing him for not being more transparent about his donors, Mr. Sanders is targeting him for not offering a more expansive free college propos… [+1439 chars]",2019-12-07T10:00:14Z,https://www.nytimes.com/2019/12/07/us/politics/democrats-2020.html,https://static01.nyt.com/images/2019/12/07/us/politics/07dems2020-1/07dems2020-1-facebookJumbo.jpg
Rampage in Jersey City Leaves Officer and 5 Others Dead,James Barron and Michael Gold,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",The shooting began outside a cemetery and ended at a kosher market where three bystanders were slain. There was “no indication of terrorism.”,"On Tuesday, one of the officers who exchanged fire with the suspects was Joseph Kerik, the 34-year-old son of the former New York City police commissioner, Bernard Kerik.
Mr. Kerik said that his son is a Newark police detective who went to the shooting with … [+1579 chars]",2019-12-11T01:46:21Z,https://www.nytimes.com/2019/12/10/nyregion/new-jersey-police-shooting.html,https://static01.nyt.com/images/2019/12/10/nyregion/10njshot1/10njshot1-facebookJumbo.jpg
The Best and Worst Moments From Last Night's Democratic Debate,Josh Ocampo,"{'id': None, 'name': 'Lifehacker.com'}","Capping off a long day of impeachment hearing testimonies, last night’s Democratic debate featured 10 presidential hopefuls debating over issues of sufficient paid family leave, women’s reproductive rights and Roe v. Wade, and the U.S.’ role in ongoing protes…","Capping off a long day of impeachment hearing testimonies, last nights Democratic debate featured 10 presidential hopefuls debating over issues of sufficient paid family leave, womens reproductive rights and Roe v. Wade, and the U.S. role in ongoing protests … [+5378 chars]",2019-11-21T18:00:00Z,https://lifehacker.com/the-best-and-worst-moments-from-last-nights-democratic-1839972613,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/u5bhneupqvaxlbagcr4e.jpg"
D.N.C. Increases Qualifications for January Debate,Reid J. Epstein and Maggie Astor,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","At this point, only Joe Biden, Bernie Sanders, Elizabeth Warren and Pete Buttigieg are certain to meet the new criteria to take part in the debate, scheduled for Jan. 14 in Des Moines.","LOS ANGELES The Democratic National Committee will again increase the qualification standards for its next debate in January, requiring candidates to receive at least 5 percent support in four qualifying polls, or 7 percent in two early-state polls, making it… [+1226 chars]",2019-12-20T15:20:14Z,https://www.nytimes.com/2019/12/20/us/politics/january-democratic-debate.html,https://static01.nyt.com/images/2019/12/19/us/politics/00DEBATE-THRESHOLDS/00DEBATE-THRESHOLDS-facebookJumbo.jpg
How Cory Booker Blew It,Peter Beinart,"{'id': None, 'name': 'Theatlantic.com'}","The Democratic field has room for a moderate who isn’t Joe Biden. But by backing away from his own record, a promising New Jersey centrist took himself out of contention.","Near the end of the latest Democratic debate, Cory Booker did something unusual for a presidential candidate: He admitted his campaign was in trouble. “I have not yet qualified for the December stage,” the New Jersey senator confessed, “If you believe in my v… [+11776 chars]",2019-11-27T11:00:00Z,https://www.theatlantic.com/ideas/archive/2019/11/how-cory-booker-blew-it/602716/,https://cdn.theatlantic.com/assets/media/img/mt/2019/11/AP_19325076636379/facebook.jpg?1574825971
Trevor Noah Detects Some Tension Between Trump and France’s President,Trish Bendix,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","At one point, Trump suggested he might send captured ISIS fighters to France — “the one gift that’s worse than a Peloton,” Noah said.","And what a turn this relationship has taken. I mean, just last year Trump and Macron were giving each other friendship trees, remember that? And now Trump is offering to send him ISIS. TREVOR NOAH
Its pretty dark that Trump would offer to send ISIS fighters … [+1965 chars]",2019-12-04T10:04:50Z,https://www.nytimes.com/2019/12/04/arts/television/trevor-noah-trump-macron.html,https://static01.nyt.com/images/2019/12/04/arts/04latenight/04latenight-facebookJumbo.png
Only a few 2020 US presidential candidates are using a basic email security feature,Zack Whittaker,"{'id': 'techcrunch', 'name': 'TechCrunch'}","Just one-third of the 2020 U.S. presidential candidates are using an email security feature that could prevent a similar attack that hobbled the Democrats’ during the 2016 election. Out of the 21 presidential candidates in the race according to Reuters, seven…","Just one-third of the 2020 U.S. presidential candidates are using an email security feature that could prevent a similar attack that hobbled the Democrats’ during the 2016 election.
Out of the 21 presidential candidates in the race according to Reuters, seve… [+2474 chars]",2019-11-27T16:59:47Z,http://techcrunch.com/2019/11/27/presidential-candidates-email-security/,https://techcrunch.com/wp-content/uploads/2019/11/GettyImages-477538526.jpg?w=600
"With Kamala Harris Out, Democrats’ Leading Presidential Candidates Are All White",Alanna Vagianos,"{'id': None, 'name': 'Huffpost.com'}","The five candidates of color left — Cory Booker, Andrew Yang, Julian Castro, Tulsi Gabbard and Deval Patrick — have yet to qualify for the December debate stage.","What started out as the most diverse field of Democratic presidential candidates in history is quickly becoming a glaringly white one. 
Sen. Kamala Harris (Calif.), the only Black woman in the race, announced on Tuesday that she’s dropping out. Her departure… [+2926 chars]",2019-12-03T20:42:41Z,https://www.huffpost.com/entry/kamala-harris-democrat-presidential-candidates-all-white_n_5de6b944e4b00149f7372d6d,https://img.huffingtonpost.com/asset/5de6bacf250000b03cd2f096.jpeg?cache=iB8whh3c8H&ops=1200_630
What Happens Now That President Trump Has Been Impeached?,Josh Ocampo,"{'id': None, 'name': 'Lifehacker.com'}","On Wednesday and in a vote that split very closely along party lines, the House impeached President Donald Trump, making him the third president in U.S. history to have ever been impeached. In its vote, the House passed both articles of impeachment brought fo…","On Wednesday and in a vote that split very closely along party lines, the House impeached President Donald Trump, making him the third president in U.S. history to have ever been impeached. In its vote, the House passed both articles of impeachment brought fo… [+3493 chars]",2019-12-19T16:41:00Z,https://lifehacker.com/what-happens-now-that-president-trump-has-been-impeache-1840531039,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/br8pcbzc6jwcngid2voq.jpg"
Why White Iowans Want a Nominee Who Can Appeal to Nonwhite Voters,Sydney Ember,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","In the first nominating state, many Democrats feel a responsibility to identify a candidate who can win in states more diverse than their own.","Several candidates, including Mr. Buttigieg; Senator Cory Booker of New Jersey; Julián Castro, the former housing secretary; and Senator Amy Klobuchar of Minnesota attended a presidential forum in Waterloo in early December. Mr. Sanders held events last month… [+1315 chars]",2019-12-15T10:00:15Z,https://www.nytimes.com/2019/12/15/us/politics/iowa-2020-candidates.html,https://static01.nyt.com/images/2019/12/15/us/politics/15iowa-white1/15iowa-white1-facebookJumbo.jpg
Cory Booker is right: Joe Biden must be 'high' to oppose legalizing marijuana,"Elvia Díaz, Arizona Republic","{'id': None, 'name': 'Yahoo.com'}",Joe Biden isn’t just old-fashioned. He’s a stubborn prohibitionist averse to catching up with reality — the inevitability of marijuana legalization.,"Sen. Cory Booker (D-N.J.) smoked former Vice President Joe Biden over marijuana legalization during Wednesdays Democratic presidential debate, and that was great.
Booker called out the former vice president for his recent eye-opening opposition to legalizing… [+2358 chars]",2019-11-21T17:51:54Z,https://news.yahoo.com/cory-booker-joe-biden-must-174910340.html,https://s.yimg.com/ny/api/res/1.2/B2grLKi0txLqauFVE4yzig--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/BjUAQXRXznBmViyyg.d_bw--~B/aD0xNzc1O3c9MjY2MztzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/usa_today_opinion_532/6adf9c35682c9cd0569e657439c927c8
"After 'well spoken' remark, Booker says he shouldn't have to school Bloomberg on race","Rachel Scott, Sasha Pezenik, Arielle Mitropoulos","{'id': 'abc-news', 'name': 'ABC News'}","Former New York City Mayor and 2020 hopeful Mike Bloomberg said New Jersey Sen. Cory Booker, also a presidential candidate, was ""very well spoken.""","Cory Booker shot back at Mike Bloomberg after the former New York City mayor said the New Jersey senator was ""well spoken"" -- saying he shouldn't have to take him to school on race.
""It's not up to me to be his teacher on this issue,"" Booker told ABC News' R… [+3319 chars]",2019-12-07T21:46:59Z,https://abcnews.go.com/Politics/mike-bloombergs-spoken-comment-cory-booker-school-mayor/story?id=67567076,https://s.abcnews.com/images/Politics/booker-02-as-gty-191207_hpMain_16x9_992.jpg
"Yang: 'If we had a freedom dividend, I would not be the only candidate of color on the stage'","USA TODAY, Katie Akin and Kim Norvell, USA TODAY","{'id': 'usa-today', 'name': 'USA Today'}",Andrew Yang mentioned Kamala Harris and Cory Booker  during the Democratic debate but social media was quick to note he did not mention Julian Castro.,"Businessman Andrew Yang gave a shoutout to fellow 2020 Democratic Presidential candidates U.S. Sens. Kamala Harris, D-Calif., who dropped out of the presidential race, and Cory Booker D-N.J., who failed to qualify, during the Democratic debate in Los Angeles … [+1618 chars]",2019-12-20T02:18:38Z,https://www.usatoday.com/story/news/politics/elections/2019/12/19/yang-if-we-had-freedom-dividend-wed-have-more-candidates-color/2706135001/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2019/11/21/USAT/16664c3d-cdd1-4178-a9a4-93fc71c936a6-AP_Election_2020_Debate.jpg?crop=5301,2982,x0,y203&width=3200&height=1680&fit=bounds"
Cory Booker Bets $100 Billion on Historically Black Colleges and Universities,Nick Corasaniti,"{'id': None, 'name': 'Yahoo.com'}","Sen. Cory Booker of New Jersey on Tuesday proposed investing $100 billion in historically black colleges and universities and other minority-serving institutions, a broad proposal in a Democratic field that has offered varying plans to prop up this long-stand…","Sen. Cory Booker (D-N.J.), a Democratic candidate for president, greeting students after speaking at the Criminal Justice Forum at Benedict College in Columbia, S.C. on Oct. 26, 2019. (Demetrius Freeman/The New York Times)
Sen. Cory Booker of New Jersey on T… [+4569 chars]",2019-12-03T20:03:49Z,https://news.yahoo.com/cory-booker-bets-100-billion-200349440.html,https://s.yimg.com/ny/api/res/1.2/AhT8PsDhufb2U3.M6GF0sg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/d3GWiiEy_Zp52dEtw.rkRA--~B/aD0zMDAwO3c9NDUwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/the_new_york_times_articles_158/33ef72101ac944a363b8be52a48c250b
Bloomberg Says 2020 Rivals Criticizing His Fortune Could Have Made Their Own,Matt Stevens,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","In his first TV interview since he entered the presidential race, Mr. Bloomberg said other Democrats “had a chance to go out and make a lot of money” themselves, and then use it to fund their campaigns.","Ms. Warren and Mr. Sanders, two of the leading candidates in the race, have shunned high-dollar fund-raising events, instead fueling their campaigns through smaller contributions from grass-roots supporters and making the argument that such a strategy prevent… [+1812 chars]",2019-12-06T15:30:37Z,https://www.nytimes.com/2019/12/06/us/politics/mike-bloomberg-cbs-interview.html,https://static01.nyt.com/images/2019/12/06/us/06bloomberg-image/06bloomberg-image-facebookJumbo.jpg
Donald Trump becomes third U.S. president to be impeached,Reuters Editorial,"{'id': 'reuters', 'name': 'Reuters'}","Donald Trump became the third U.S. president to be impeached on Wednesday, as the House of Representatives formally charged him with abuse of power and obstructing Congress.","(Reuters) - Donald Trump became the third U.S. president to be impeached on Wednesday, as the House of Representatives formally charged him with abuse of power and obstructing Congress. 
The Democratic-led House’s passage of two articles of impeachment on a … [+2232 chars]",2019-12-19T02:43:31Z,https://www.reuters.com/article/us-usa-trump-impeachment-instant-view-idUSKBN1YN07X,https://s2.reutersmedia.net/resources/r/?m=02&d=20191219&t=2&i=1465861549&w=1200&r=LYNXMPEFBI06F
"Cory Booker Agrees To Release Campaign Bundlers, Open Fundraisers To Press",Amanda Terkel,"{'id': None, 'name': 'Huffpost.com'}",The move comes as campaigns are under pressure to increase the transparency around who is funding them.,"Sen. Cory Booker (D-N.J.) has agreed to increase the transparency of his presidential campaign, releasing more information on his biggest backers and allowing reporters to cover his high-dollar fundraisers. 
“Sure,” Booker campaign manager Addisu Demissie to… [+2251 chars]",2019-12-12T16:04:16Z,https://www.huffpost.com/entry/cory-booker-campaign-bundlers-fundraisers_n_5df260a2e4b024ea5ac6a049,https://img.huffingtonpost.com/asset/5df261152400007c0a5a3185.jpeg?cache=Dptf5TuoCH&ops=1200_630
Cory Booker: ‘A Lot Of People Hurt’ Over Kamala Harris Dropping Out,Amy Russo,"{'id': None, 'name': 'Huffpost.com'}",The New Jersey senator blamed money in politics for Harris' decision to end her presidential campaign.,"Sen. Cory Booker (D-N.J.) said on Sunday that his loved ones were disheartened by Sen. Kamala Harris’ (D-Calif.) decision to drop out of the 2020 presidential race, and he blamed money in politics for her departure.
“Kamala Harris stopped her campaign becaus… [+2171 chars]",2019-12-08T18:55:27Z,https://www.huffpost.com/entry/cory-booker-kamala-harris-2020-election_n_5ded223ae4b00563b852dd9c,https://img.huffingtonpost.com/asset/5ded24c221000019fb34f59a.jpeg?cache=vJ45ec75tU&ops=1200_630
2020 Democratic Candidates Wage Escalating Fight (on the Merits of Fighting),Mark Leibovich,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","For all the emphasis placed on the various divides among the candidates, the question of “to fight or not to fight” might represent the most meaningful contrast.","Mr. Buttigiegs jump in recent polls, along with Mr. Bidens staying power, could suggest a persistent appetite for more unifying voices. Pundits and party leaders have long pushed the notion that the Democratic base skewed to the progressive tastes of its most… [+2389 chars]",2019-11-30T10:00:15Z,https://www.nytimes.com/2019/11/30/us/politics/2020-democratic-candidates.html,https://static01.nyt.com/images/2019/12/02/us/politics/02fighting1/02fighting1-facebookJumbo.jpg
Super PAC Backing Cory Booker’s Presidential Bid Shuts Down,Hayley Miller,"{'id': None, 'name': 'Huffpost.com'}",The New Jersey senator has publicly disavowed support from super PACs.,"A super PAC formed to support Cory Booker’s Democratic presidential campaign is shutting down.
The group’s founder, San Francisco lawyer Steve Phillips, indicated in a news release Wednesday that Dream United had struggled to raise money. Booker, a New Jerse… [+510 chars]",2019-11-28T17:57:14Z,https://www.huffpost.com/entry/cory-booker-super-pac-shuts-down_n_5de00844e4b00149f72bbca7,https://img.huffingtonpost.com/asset/5de009e32500009927d2e8ef.jpeg?cache=sY5MPmINWK&ops=1200_630
